state,year,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Oregon,2012,329.39,1.48387461E8,340.51,1.45755737E8,-11.12,2631724.0,11.12,2631724.0
Washington,2017,287.5,1.48297486E8,298.61,1.60798188E8,-11.11,-1.2500702E7,11.11,1.2500702E7
Arkansas,1997,342.58,3.5430319E7,353.68,3.8722907E7,-11.1,-3292588.0,11.1,3292588.0
South Carolina,2018,331.77,9.936515E7,342.84,1.13375863E8,-11.07,-1.4010713E7,11.07,1.4010713E7
Alabama,2025,389.52,1.44944967E8,400.59,1.50540001E8,-11.07,-5595034.0,11.07,5595034.0
Colorado,1994,383.13,4.0671736E7,394.2,4.2495188E7,-11.07,-1823452.0,11.07,1823452.0
Alabama,2016,352.89,1.38422076E8,363.95,1.51456361E8,-11.06,-1.3034285E7,11.06,1.3034285E7
South Dakota,1994,387.59,7467477.0,398.63,7932569.0,-11.04,-465092.0,11.04,465092.0
Michigan,2016,313.1,2.39966214E8,324.11,2.63306644E8,-11.01,-2.334043E7,11.01,2.334043E7
New Hampshire,2005,282.02,7282388.0,271.01,6512306.0,11.01,770082.0,11.01,770082.0
District of Columbia,2013,331.38,2.7125724E7,342.39,2.7520405E7,-11.01,-394681.0,11.01,394681.0
Iowa,1994,339.01,2.6533974E7,350.02,2.7588225E7,-11.01,-1054251.0,11.01,1054251.0
Michigan,2015,324.11,2.63306644E8,335.1,2.8877248E8,-10.99,-2.5465836E7,10.99,2.5465836E7
Wisconsin,2004,300.7,4.0392857E7,289.71,3.5669254E7,10.99,4723603.0,10.99,4723603.0
Delaware,2013,372.85,2.7003714E7,383.83,2.7024499E7,-10.98,-20785.0,10.98,20785.0
Utah,1992,409.26,1.8562904E7,420.23,1.7214695E7,-10.97,1348209.0,10.97,1348209.0
Illinois,1994,392.16,1.95602292E8,403.13,1.99735336E8,-10.97,-4133044.0,10.97,4133044.0
Louisiana,1998,385.13,7.7890726E7,396.09,8.3430372E7,-10.96,-5539646.0,10.96,5539646.0
Connecticut,2016,314.86,7.652875E7,325.82,8.0756417E7,-10.96,-4227667.0,10.96,4227667.0
California,2005,409.33,3.23806923E8,398.38,3.00398059E8,10.95,2.3408864E7,10.95,2.3408864E7
Pennsylvania,2003,313.47,1.21563874E8,302.53,1.07009847E8,10.94,1.4554027E7,10.94,1.4554027E7
Arizona,1989,439.66,4.1499144E7,450.58,3.8001774E7,-10.92,3497370.0,10.92,3497370.0
Arizona,2025,370.17,1.65557339E8,381.09,1.73029759E8,-10.92,-7472420.0,10.92,7472420.0
Missouri,2008,336.86,1.08086211E8,325.94,9.7846752E7,10.92,1.0239459E7,10.92,1.0239459E7
Illinois,2022,503.83,5.47414403E8,492.92,5.3979268E8,10.91,7621723.0,10.91,7621723.0
Michigan,2011,391.65,3.76866389E8,402.55,3.64053836E8,-10.9,1.2812553E7,10.9,1.2812553E7
Oklahoma,2019,344.25,8.6563609E7,333.35,8.9269178E7,10.9,-2705569.0,10.9,2705569.0
Delaware,2001,358.41,5081302.0,369.28,4854496.0,-10.87,226806.0,10.87,226806.0
Ohio,2017,327.97,2.41186538E8,338.83,2.66056478E8,-10.86,-2.486994E7,10.86,2.486994E7
Nebraska,2019,333.16,2.3270034E7,322.33,2.4341086E7,10.83,-1071052.0,10.83,1071052.0
Texas,1990,463.62,3.12335018E8,452.82,2.55996964E8,10.8,5.6338054E7,10.8,5.6338054E7
Missouri,2012,388.93,1.71495782E8,399.73,1.75096907E8,-10.8,-3601125.0,10.8,3601125.0
South Carolina,2016,359.04,1.28480278E8,369.8,1.44957783E8,-10.76,-1.6477505E7,10.76,1.6477505E7
Michigan,1996,327.34,1.32749501E8,338.09,1.39556742E8,-10.75,-6807241.0,10.75,6807241.0
Maine,2002,265.08,1.5415119E7,254.33,1.3720605E7,10.75,1694514.0,10.75,1694514.0
Idaho,2007,351.97,1.288057E7,362.7,1.3289522E7,-10.73,-408952.0,10.73,408952.0
Delaware,2022,526.3,3.1339219E7,536.97,3.0531313E7,-10.67,807906.0,10.67,807906.0
Nebraska,1998,287.06,1.1163759E7,297.73,1.1943575E7,-10.67,-779816.0,10.67,779816.0
Kentucky,2016,355.1,1.08909935E8,344.44,1.23078417E8,10.66,-1.4168482E7,10.66,1.4168482E7
Ohio,2003,344.9,1.34646256E8,334.25,1.14324046E8,10.65,2.032221E7,10.65,2.032221E7
Nebraska,2011,406.2,3.1053306E7,416.83,3.0242246E7,-10.63,811060.0,10.63,811060.0
West Virginia,2006,303.16,3.5963523E7,313.78,3.6223896E7,-10.62,-260373.0,10.62,260373.0
Pennsylvania,2005,326.28,1.56671913E8,315.68,1.39958315E8,10.6,1.6713598E7,10.6,1.6713598E7
North Carolina,1996,351.58,9.5232346E7,341.0,8.7655698E7,10.58,7576648.0,10.58,7576648.0
Wisconsin,2022,528.9,1.94253604E8,518.32,2.11036439E8,10.58,-1.6782835E7,10.58,1.6782835E7
Maryland,1992,415.22,6.1943799E7,404.65,5.4707895E7,10.57,7235904.0,10.57,7235904.0
Arkansas,1991,392.81,3.7670663E7,382.24,3.3430468E7,10.57,4240195.0,10.57,4240195.0
Washington,1999,303.56,4.055938E7,314.12,4.9410671E7,-10.56,-8851291.0,10.56,8851291.0
Virginia,1996,327.32,7.5898314E7,337.86,7.9765425E7,-10.54,-3867111.0,10.54,3867111.0
Maryland,2017,301.52,1.06703599E8,312.01,1.18745876E8,-10.49,-1.2042277E7,10.49,1.2042277E7
Delaware,2006,335.56,9502759.0,346.04,9254991.0,-10.48,247768.0,10.48,247768.0
Tennessee,2005,349.54,1.3272119E8,339.07,1.21632041E8,10.47,1.1089149E7,10.47,1.1089149E7
New York,2004,334.28,2.79368207E8,344.75,2.545132E8,-10.47,2.4855007E7,10.47,2.4855007E7
New Hampshire,1996,302.69,6941912.0,313.14,7773716.0,-10.45,-831804.0,10.45,831804.0
Oregon,2000,274.71,3.2364592E7,285.14,3.086659E7,-10.43,1498002.0,10.43,1498002.0
South Carolina,2015,369.8,1.44957783E8,359.39,1.39726056E8,10.41,5231727.0,10.41,5231727.0
Arkansas,2017,328.9,5.5583129E7,339.28,6.2340771E7,-10.38,-6757642.0,10.38,6757642.0
Kansas,2008,318.31,2.7841342E7,307.94,2.5665103E7,10.37,2176239.0,10.37,2176239.0
Kansas,2010,405.9,5.2029846E7,395.56,4.2072615E7,10.34,9957231.0,10.34,9957231.0
New Hampshire,2019,262.02,9630244.0,251.75,1.0713851E7,10.27,-1083607.0,10.27,1083607.0
Georgia,2008,394.78,1.73302795E8,384.53,1.49721398E8,10.25,2.3581397E7,10.25,2.3581397E7
North Dakota,1991,367.78,5864809.0,357.53,5331431.0,10.25,533378.0,10.25,533378.0
South Dakota,1990,422.95,7353887.0,412.71,7016321.0,10.24,337566.0,10.24,337566.0
Tennessee,2003,338.39,1.10852078E8,328.15,8.8052712E7,10.24,2.2799366E7,10.24,2.2799366E7
Virginia,2004,314.79,6.4583207E7,325.02,6.3262025E7,-10.23,1321182.0,10.23,1321182.0
Washington,1993,363.48,6.995142E7,373.63,6.7881124E7,-10.15,2070296.0,10.15,2070296.0
Delaware,1989,392.07,4390642.0,381.93,4135713.0,10.14,254929.0,10.14,254929.0
Vermont,2002,262.63,5241733.0,252.5,4849090.0,10.13,392643.0,10.13,392643.0
Minnesota,1994,335.13,4.4590359E7,325.01,4.2950277E7,10.12,1640082.0,10.12,1640082.0
Connecticut,1999,275.53,2.3878886E7,285.64,2.6157416E7,-10.11,-2278530.0,10.11,2278530.0
Massachusetts,2018,276.51,1.24756279E8,286.59,1.2805657E8,-10.08,-3300291.0,10.08,3300291.0
Kansas,2019,319.5,2.7732824E7,309.43,3.0852094E7,10.07,-3119270.0,10.07,3119270.0
New York,2002,326.52,2.27443686E8,316.45,2.13367392E8,10.07,1.4076294E7,10.07,1.4076294E7
Oregon,1999,285.14,3.086659E7,295.19,3.2265374E7,-10.05,-1398784.0,10.05,1398784.0
Pennsylvania,1999,305.71,1.12219152E8,315.76,1.24257569E8,-10.05,-1.2038417E7,10.05,1.2038417E7
Illinois,2016,343.02,3.377845E8,353.06,3.72738292E8,-10.04,-3.4953792E7,10.04,3.4953792E7
Oregon,2006,279.67,6.2410572E7,289.67,6.3584386E7,-10.0,-1173814.0,10.0,1173814.0
Virginia,2008,324.43,8.2203141E7,314.45,7.3280769E7,9.98,8922372.0,9.98,8922372.0
California,2008,422.3,4.02777668E8,412.43,3.46930738E8,9.87,5.584693E7,9.87,5.584693E7
Virgin Islands,1998,673.44,3646937.0,663.6,3993077.0,9.84,-346140.0,9.84,346140.0
Texas,1996,413.82,3.56301682E8,423.65,3.93556714E8,-9.83,-3.7255032E7,9.83,3.7255032E7
Mississippi,1998,326.55,4.1059055E7,336.38,4.9793804E7,-9.83,-8734749.0,9.83,8734749.0
Montana,2004,351.51,1.1752079E7,341.69,1.0668819E7,9.82,1083260.0,9.82,1083260.0
Oregon,2003,283.32,5.7717336E7,273.51,5.010091E7,9.81,7616426.0,9.81,7616426.0
Nebraska,2001,283.25,9976217.0,273.47,9475808.0,9.78,500409.0,9.78,500409.0
Ohio,1989,374.86,1.68750977E8,384.62,1.69634219E8,-9.76,-883242.0,9.76,883242.0
Wisconsin,2001,275.19,2.5233086E7,265.44,2.0888911E7,9.75,4344175.0,9.75,4344175.0
Indiana,2001,340.37,5.2156029E7,330.62,4.3240395E7,9.75,8915634.0,9.75,8915634.0
Kansas,2017,325.18,3.4500209E7,334.92,3.7919363E7,-9.74,-3419154.0,9.74,3419154.0
Connecticut,2017,305.13,7.1107132E7,314.86,7.652875E7,-9.73,-5421618.0,9.73,5421618.0
Guam,1997,817.49,5913013.0,827.2,4733624.0,-9.71,1179389.0,9.71,1179389.0
Iowa,2023,347.28,4.5195813E7,356.99,4.8897989E7,-9.71,-3702176.0,9.71,3702176.0
North Dakota,2015,357.83,8894443.0,348.12,8671568.0,9.71,222875.0,9.71,222875.0
New Jersey,1996,376.55,8.6461173E7,386.25,9.0099872E7,-9.7,-3638699.0,9.7,3638699.0
Rhode Island,2005,315.7,1.0946486E7,306.01,1.0775869E7,9.69,170617.0,9.69,170617.0
Nevada,2016,317.98,7.0936345E7,327.65,7.0231157E7,-9.67,705188.0,9.67,705188.0
California,2022,518.23,1.408641711E9,508.58,1.235155407E9,9.65,1.73486304E8,9.65,1.73486304E8
Iowa,1993,350.02,2.7588225E7,359.67,2.7689371E7,-9.65,-101146.0,9.65,101146.0
Hawaii,2016,617.37,5.4376112E7,607.73,5.686199E7,9.64,-2485878.0,9.64,2485878.0
Maryland,2016,312.01,1.18745876E8,321.64,1.30072842E8,-9.63,-1.1326966E7,9.63,1.1326966E7
Nevada,2019,298.97,6.1501437E7,289.34,6.5887677E7,9.63,-4386240.0,9.63,4386240.0
Arkansas,2008,353.85,5.6429849E7,344.23,5.4204604E7,9.62,2225245.0,9.62,2225245.0
Vermont,2016,304.55,1.2998991E7,314.12,1.3974944E7,-9.57,-975953.0,9.57,975953.0
Florida,2010,397.14,5.77628855E8,387.58,4.2733765E8,9.56,1.50291205E8,9.56,1.50291205E8
Vermont,2019,269.77,1.0462807E7,279.33,1.1343081E7,-9.56,-880274.0,9.56,880274.0
Oklahoma,2000,307.46,3.2777356E7,317.02,3.5332522E7,-9.56,-2555166.0,9.56,2555166.0
Tennessee,2006,340.0,1.3117681E8,349.54,1.3272119E8,-9.54,-1544380.0,9.54,1544380.0
Massachusetts,2004,288.42,4.5754647E7,278.88,3.9643908E7,9.54,6110739.0,9.54,6110739.0
Montana,1995,360.0,1.0165999E7,369.52,1.0335122E7,-9.52,-169123.0,9.52,169123.0
Louisiana,2000,367.75,7.0347247E7,377.25,7.3943744E7,-9.5,-3596497.0,9.5,3596497.0
California,2007,412.43,3.46930738E8,402.93,3.23312714E8,9.5,2.3618024E7,9.5,2.3618024E7
Florida,2013,350.32,6.79841195E8,359.82,6.71303929E8,-9.5,8537266.0,9.5,8537266.0
California,2013,457.15,8.82043595E8,466.62,8.47081424E8,-9.47,3.4962171E7,9.47,3.4962171E7
Oklahoma,2017,352.5,9.6054811E7,361.97,1.00159999E8,-9.47,-4105188.0,9.47,4105188.0
Ohio,1991,398.98,2.03143319E8,389.54,1.83200136E8,9.44,1.9943183E7,9.44,1.9943183E7
Alaska,2013,568.26,2.1652837E7,577.65,2.2121119E7,-9.39,-468282.0,9.39,468282.0
Vermont,2003,272.01,5639140.0,262.63,5241733.0,9.38,397407.0,9.38,397407.0
Oklahoma,2003,350.74,5.5056126E7,341.36,4.6852528E7,9.38,8203598.0,9.38,8203598.0
Illinois,1990,417.62,1.78531815E8,408.25,1.63900115E8,9.37,1.46317E7,9.37,1.46317E7
Delaware,2000,369.28,4854496.0,378.64,5282380.0,-9.36,-427884.0,9.36,427884.0
Oklahoma,2015,364.37,9.9166674E7,355.02,9.7567474E7,9.35,1599200.0,9.35,1599200.0
Colorado,1995,373.78,3.8133641E7,383.13,4.0671736E7,-9.35,-2538095.0,9.35,2538095.0
Massachusetts,2016,295.9,1.32833389E8,305.22,1.36537915E8,-9.32,-3704526.0,9.32,3704526.0
Massachusetts,2017,286.59,1.2805657E8,295.9,1.32833389E8,-9.31,-4776819.0,9.31,4776819.0
Virgin Islands,2007,581.85,2794576.0,591.15,2773532.0,-9.3,21044.0,9.3,21044.0
New Jersey,2010,415.57,1.32838184E8,406.27,1.04505463E8,9.3,2.8332721E7,9.3,2.8332721E7
Rhode Island,2002,291.27,9764169.0,281.98,9232372.0,9.29,531797.0,9.29,531797.0
Wisconsin,2017,280.25,9.5296837E7,289.47,1.02416141E8,-9.22,-7119304.0,9.22,7119304.0
Georgia,2004,381.28,1.37383126E8,372.07,1.21166612E8,9.21,1.6216514E7,9.21,1.6216514E7
Tennessee,1991,389.0,9.675721E7,379.79,8.0466621E7,9.21,1.6290589E7,9.21,1.6290589E7
Louisiana,1989,443.73,1.09608938E8,452.93,1.08575363E8,-9.2,1033575.0,9.2,1033575.0
West Virginia,2001,291.11,2.7966307E7,300.31,2.8506392E7,-9.2,-540085.0,9.2,540085.0
Indiana,1992,443.25,7.405668E7,452.42,6.2783748E7,-9.17,1.1272932E7,9.17,1.1272932E7
South Dakota,1995,378.43,7049767.0,387.59,7467477.0,-9.16,-417710.0,9.16,417710.0
Oregon,1994,348.36,4.4683859E7,357.48,4.4433845E7,-9.12,250014.0,9.12,250014.0
Vermont,2017,295.43,1.2350149E7,304.55,1.2998991E7,-9.12,-648842.0,9.12,648842.0
Texas,1992,451.17,4.13723148E8,460.26,3.66798024E8,-9.09,4.6925124E7,9.09,4.6925124E7
North Dakota,1992,376.87,6885663.0,367.78,5864809.0,9.09,1020854.0,9.09,1020854.0
New York,2012,392.77,6.54339968E8,401.84,6.50093751E8,-9.07,4246217.0,9.07,4246217.0
Vermont,2013,328.12,1.7227069E7,337.17,1.6932035E7,-9.05,295034.0,9.05,295034.0
Wyoming,1999,340.02,3107492.0,349.04,3410925.0,-9.02,-303433.0,9.02,303433.0
Arkansas,2001,339.79,3.5728247E7,330.78,3.2744253E7,9.01,2983994.0,9.01,2983994.0
Alaska,2006,543.18,1.1548803E7,552.18,1.1329473E7,-9.0,219330.0,9.0,219330.0
Georgia,1996,372.42,1.18865403E8,381.42,1.24739153E8,-9.0,-5873750.0,9.0,5873750.0
Massachusetts,2005,279.43,5.2593941E7,288.42,4.5754647E7,-8.99,6839294.0,8.99,6839294.0
New Mexico,2001,336.05,2.1156333E7,344.98,2.1797005E7,-8.93,-640672.0,8.93,640672.0
Missouri,2007,325.94,9.7846752E7,334.84,1.00371037E8,-8.9,-2524285.0,8.9,2524285.0
California,2001,394.53,2.46864466E8,385.65,2.53088521E8,8.88,-6224055.0,8.88,6224055.0
New Mexico,1996,395.16,3.3862351E7,404.03,3.4968056E7,-8.87,-1105705.0,8.87,1105705.0
Florida,1991,432.33,1.9180933E8,423.48,1.36171658E8,8.85,5.5637672E7,8.85,5.5637672E7
Tennessee,2000,305.22,6.6160071E7,314.07,6.8301955E7,-8.85,-2141884.0,8.85,2141884.0
Mississippi,2016,341.62,8.8204368E7,350.44,1.03121809E8,-8.82,-1.4917441E7,8.82,1.4917441E7
Iowa,2024,356.09,4.571884E7,347.28,4.5195813E7,8.81,523027.0,8.81,523027.0
New Jersey,1994,388.45,8.9150353E7,397.26,8.8415206E7,-8.81,735147.0,8.81,735147.0
Arkansas,2000,330.78,3.2744253E7,339.56,3.3924268E7,-8.78,-1180015.0,8.78,1180015.0
Virginia,2015,346.62,1.3830175E8,337.85,1.46386611E8,8.77,-8084861.0,8.77,8084861.0
Illinois,2006,364.59,2.03988564E8,373.35,1.98410459E8,-8.76,5578105.0,8.76,5578105.0
Nevada,1995,352.68,1.6269866E7,361.42,1.6156091E7,-8.74,113775.0,8.74,113775.0
Massachusetts,1996,308.1,4.9821262E7,316.82,5.4753947E7,-8.72,-4932685.0,8.72,4932685.0
Washington,1998,314.12,4.9410671E7,322.83,6.1419023E7,-8.71,-1.2008352E7,8.71,1.2008352E7
New Jersey,2016,312.67,1.35537093E8,321.37,1.44997122E8,-8.7,-9460029.0,8.7,9460029.0
Kansas,2001,254.52,1.4677741E7,245.83,1.3285409E7,8.69,1392332.0,8.69,1392332.0
Montana,2019,310.47,1.5487488E7,301.78,1.6677277E7,8.69,-1189789.0,8.69,1189789.0
Idaho,2005,382.2,1.4234215E7,373.51,1.3638529E7,8.69,595686.0,8.69,595686.0
Wyoming,1991,404.23,4691744.0,412.87,4369500.0,-8.64,322244.0,8.64,322244.0
Kansas,1994,351.91,2.6772456E7,360.54,2.6851123E7,-8.63,-78667.0,8.63,78667.0
Mississippi,1996,360.46,6.3220752E7,369.07,6.7726685E7,-8.61,-4505933.0,8.61,4505933.0
Rhode Island,2003,299.86,1.033454E7,291.27,9764169.0,8.59,570371.0,8.59,570371.0
Colorado,1999,307.75,2.2949234E7,316.34,2.5411699E7,-8.59,-2462465.0,8.59,2462465.0
Massachusetts,1993,324.36,6.159182E7,332.95,6.10915E7,-8.59,500320.0,8.59,500320.0
Vermont,1998,262.61,5537133.0,271.19,6552689.0,-8.58,-1015556.0,8.58,1015556.0
Delaware,2019,317.55,1.8281159E7,308.99,2.0854773E7,8.56,-2573614.0,8.56,2573614.0
Iowa,2000,300.29,1.5796561E7,308.85,1.6576957E7,-8.56,-780396.0,8.56,780396.0
West Virginia,2002,299.66,3.0451546E7,291.11,2.7966307E7,8.55,2485239.0,8.55,2485239.0
Virginia,1999,287.73,4.5105215E7,296.28,4.9330949E7,-8.55,-4225734.0,8.55,4225734.0
Missouri,1991,403.18,7.932397E7,394.64,6.7482156E7,8.54,1.1841814E7,8.54,1.1841814E7
New Jersey,2008,328.75,7.1345591E7,320.22,6.4360474E7,8.53,6985117.0,8.53,6985117.0
Oregon,1990,377.09,3.57451E7,368.59,3.3773764E7,8.5,1971336.0,8.5,1971336.0
Louisiana,2015,381.3,1.48961559E8,372.81,1.46343077E8,8.49,2618482.0,8.49,2618482.0
Arkansas,2019,305.9,4.83608E7,314.39,5.1249748E7,-8.49,-2888948.0,8.49,2888948.0
North Dakota,2005,328.58,6276008.0,320.09,5914360.0,8.49,361648.0,8.49,361648.0
Kentucky,2003,343.13,7.39731E7,334.65,6.4243773E7,8.48,9729327.0,8.48,9729327.0
Iowa,1992,359.67,2.7689371E7,351.19,2.5689199E7,8.48,2000172.0,8.48,2000172.0
Nebraska,2017,337.42,2.6438141E7,345.89,2.7258098E7,-8.47,-819957.0,8.47,819957.0
Texas,2010,473.82,7.00901543E8,482.28,5.80180829E8,-8.46,1.20720714E8,8.46,1.20720714E8
Delaware,1995,392.79,8226367.0,401.23,8755191.0,-8.44,-528824.0,8.44,528824.0
Alabama,1992,415.76,8.7794879E7,424.14,8.1756393E7,-8.38,6038486.0,8.38,6038486.0
New York,2005,325.92,3.00449194E8,334.28,2.79368207E8,-8.36,2.1080987E7,8.36,2.1080987E7
Montana,2015,349.14,1.9156039E7,340.79,2.002296E7,8.35,-866921.0,8.35,866921.0
Texas,2000,390.5,1.91024584E8,398.81,2.00701168E8,-8.31,-9676584.0,8.31,9676584.0
Wyoming,2005,360.09,3736001.0,351.79,3672994.0,8.3,63007.0,8.3,63007.0
Oregon,1991,385.39,4.0980773E7,377.09,3.57451E7,8.3,5235673.0,8.3,5235673.0
Illinois,1995,383.88,1.8499075E8,392.16,1.95602292E8,-8.28,-1.0611542E7,8.28,1.0611542E7
Utah,2019,364.09,2.4472293E7,355.82,2.7171607E7,8.27,-2699314.0,8.27,2699314.0
New Mexico,2015,377.24,7.8280092E7,369.01,7.298594E7,8.23,5294152.0,8.23,5294152.0
New York,2019,303.19,4.54659523E8,311.42,4.83829306E8,-8.23,-2.9169783E7,8.23,2.9169783E7
Iowa,2001,308.52,1.7207812E7,300.29,1.5796561E7,8.23,1411251.0,8.23,1411251.0
South Carolina,2006,350.46,8.002232E7,358.68,7.9658454E7,-8.22,363866.0,8.22,363866.0
Arizona,2016,369.41,1.56776257E8,377.61,1.64547415E8,-8.2,-7771158.0,8.2,7771158.0
California,1993,366.85,4.04598646E8,358.66,3.5420945E8,8.19,5.0389196E7,8.19,5.0389196E7
North Dakota,2019,329.54,7140821.0,321.36,7963805.0,8.18,-822984.0,8.18,822984.0
Florida,1994,401.41,2.42055256E8,409.58,2.48932959E8,-8.17,-6877703.0,8.17,6877703.0
Delaware,1991,431.14,6944186.0,422.98,5437484.0,8.16,1506702.0,8.16,1506702.0
Hawaii,2006,447.25,1.9969508E7,455.4,2.1414408E7,-8.15,-1444900.0,8.15,1444900.0
Maine,2001,254.33,1.3720605E7,246.18,1.2730779E7,8.15,989826.0,8.15,989826.0
Montana,1998,342.2,8671273.0,350.34,9209870.0,-8.14,-538597.0,8.14,538597.0
Ohio,2005,359.84,1.64078362E8,351.72,1.50442131E8,8.12,1.3636231E7,8.12,1.3636231E7
California,1994,374.93,4.45927295E8,366.85,4.04598646E8,8.08,4.1328649E7,8.08,4.1328649E7
Oklahoma,2008,356.29,6.3758222E7,348.21,6.1048307E7,8.08,2709915.0,8.08,2709915.0
Alaska,1997,571.25,8727786.0,579.32,9339593.0,-8.07,-611807.0,8.07,611807.0
Tennessee,2001,313.28,7.268892E7,305.22,6.6160071E7,8.06,6528849.0,8.06,6528849.0
South Carolina,1994,382.64,5.5398828E7,390.69,5.7259803E7,-8.05,-1860975.0,8.05,1860975.0
Kentucky,2007,330.79,8.9601903E7,338.84,8.7682657E7,-8.05,1919246.0,8.05,1919246.0
Louisiana,1997,396.09,8.3430372E7,404.13,1.01464457E8,-8.04,-1.8034085E7,8.04,1.8034085E7
Connecticut,2025,326.38,7.1788301E7,334.42,7.6720409E7,-8.04,-4932108.0,8.04,4932108.0
Montana,1999,334.18,8473309.0,342.2,8671273.0,-8.02,-197964.0,8.02,197964.0
Washington,1991,357.09,5.848289E7,349.07,4.9478658E7,8.02,9004232.0,8.02,9004232.0
Michigan,2010,402.55,3.64053836E8,394.55,2.91500845E8,8.0,7.2552991E7,8.0,7.2552991E7
Alaska,2007,535.2,1.1411212E7,543.18,1.1548803E7,-7.98,-137591.0,7.98,137591.0
Tennessee,2008,350.61,1.48774532E8,342.64,1.33877774E8,7.97,1.4896758E7,7.97,1.4896758E7
Washington,2022,481.13,2.46770864E8,473.16,2.4579137E8,7.97,979494.0,7.97,979494.0
Missouri,1999,325.77,5.7010084E7,333.71,5.6979949E7,-7.94,30135.0,7.94,30135.0
Virginia,2005,322.69,7.040066E7,314.79,6.4583207E7,7.9,5817453.0,7.9,5817453.0
Nebraska,2010,416.83,3.0242246E7,408.94,2.498411E7,7.89,5258136.0,7.89,5258136.0
Louisiana,1999,377.25,7.3943744E7,385.13,7.7890726E7,-7.88,-3946982.0,7.88,3946982.0
South Carolina,2008,357.48,9.4737664E7,349.6,8.2827407E7,7.88,1.1910257E7,7.88,1.1910257E7
Indiana,2016,364.97,1.16566343E8,372.84,1.37420811E8,-7.87,-2.0854468E7,7.87,2.0854468E7
Wyoming,1992,412.09,5117274.0,404.23,4691744.0,7.86,425530.0,7.86,425530.0
Oregon,1992,377.53,4.3976548E7,385.39,4.0980773E7,-7.86,2995775.0,7.86,2995775.0
North Dakota,1994,346.84,6145772.0,354.7,6632817.0,-7.86,-487045.0,7.86,487045.0
Mississippi,2017,333.76,8.0692596E7,341.62,8.8204368E7,-7.86,-7511772.0,7.86,7511772.0
Delaware,2025,365.9,2.1790459E7,373.75,2.2339902E7,-7.85,-549443.0,7.85,549443.0
South Dakota,2005,380.94,8726815.0,373.09,7979731.0,7.85,747084.0,7.85,747084.0
North Carolina,2003,344.3,9.9375282E7,336.46,8.4608253E7,7.84,1.4767029E7,7.84,1.4767029E7
Utah,1999,342.9,1.1722934E7,350.74,1.2458365E7,-7.84,-735431.0,7.84,735431.0
Texas,2016,376.48,6.03090386E8,384.3,5.98725851E8,-7.82,4364535.0,7.82,4364535.0
Indiana,2025,416.55,1.17969049E8,424.32,1.23474523E8,-7.77,-5505474.0,7.77,5505474.0
North Carolina,2013,371.39,2.86932768E8,363.63,2.89155222E8,7.76,-2222454.0,7.76,2222454.0
Kentucky,1990,419.88,7.1302204E7,412.13,6.7013623E7,7.75,4288581.0,7.75,4288581.0
Washington,2003,302.66,6.0480745E7,294.91,5.0175548E7,7.75,1.0305197E7,7.75,1.0305197E7
Indiana,1989,420.79,4.2084432E7,413.05,4.0841921E7,7.74,1242511.0,7.74,1242511.0
Wisconsin,2002,282.89,3.0822794E7,275.19,2.5233086E7,7.7,5589708.0,7.7,5589708.0
Tennessee,1995,350.21,9.7172404E7,357.89,1.07601786E8,-7.68,-1.0429382E7,7.68,1.0429382E7
Kentucky,1992,416.91,8.2631168E7,424.58,7.9856133E7,-7.67,2775035.0,7.67,2775035.0
Minnesota,2025,304.6,7.2087187E7,312.27,7.3637047E7,-7.67,-1549860.0,7.67,1549860.0
Arizona,1991,447.61,6.5150992E7,455.26,5.3156534E7,-7.65,1.1994458E7,7.65,1.1994458E7
Kentucky,2008,338.42,9.8157885E7,330.79,8.9601903E7,7.63,8555982.0,7.63,8555982.0
Oklahoma,2006,346.38,6.2446022E7,354.0,6.220156E7,-7.62,244462.0,7.62,244462.0
Kansas,1999,250.35,1.3078708E7,257.96,1.3436055E7,-7.61,-357347.0,7.61,357347.0
Maryland,1996,376.72,6.1154478E7,384.32,6.492525E7,-7.6,-3770772.0,7.6,3770772.0
Kansas,2006,311.49,2.5469719E7,319.08,2.5293751E7,-7.59,175968.0,7.59,175968.0
South Dakota,2008,384.11,1.0289787E7,376.54,9439924.0,7.57,849863.0,7.57,849863.0
Florida,1995,393.84,2.31570007E8,401.41,2.42055256E8,-7.57,-1.0485249E7,7.57,1.0485249E7
Nevada,2003,330.95,1.6794183E7,338.52,1.5218815E7,-7.57,1575368.0,7.57,1575368.0
Virginia,2025,350.76,1.48016263E8,358.33,1.52554949E8,-7.57,-4538686.0,7.57,4538686.0
Nebraska,2007,319.6,1.6570126E7,327.17,1.6844538E7,-7.57,-274412.0,7.57,274412.0
Virgin Islands,1994,691.87,4383310.0,699.43,3697833.0,-7.56,685477.0,7.56,685477.0
Florida,2016,313.97,5.6284364E8,321.5,6.48443072E8,-7.53,-8.5599432E7,7.53,8.5599432E7
New Hampshire,2016,283.24,1.3446278E7,290.75,1.473978E7,-7.51,-1293502.0,7.51,1293502.0
Maryland,2002,312.26,3.3547456E7,304.79,2.984205E7,7.47,3705406.0,7.47,3705406.0
Louisiana,1996,404.13,1.01464457E8,411.59,1.09208979E8,-7.46,-7744522.0,7.46,7744522.0
New Hampshire,2025,304.78,1.2981771E7,312.24,1.3259307E7,-7.46,-277536.0,7.46,277536.0
