state,year,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Alabama,2019,796.12,1.08229104E8,324.92,1.15542922E8,471.2,-7313818.0,471.2,7313818.0
Guam,2002,1248.48,9195692.0,841.55,5879419.0,406.93,3316273.0,406.93,3316273.0
Minnesota,2023,420.08,9.918262E7,788.68,1.79673145E8,-368.6,-8.0490525E7,368.6,8.0490525E7
Alabama,2020,447.28,1.61342204E8,796.12,1.08229104E8,-348.84,5.31131E7,348.84,5.31131E7
Minnesota,2021,902.86,2.06191008E8,573.28,1.22257144E8,329.58,8.3933864E7,329.58,8.3933864E7
Guam,2003,933.78,6650887.0,1248.48,9195692.0,-314.7,-2544805.0,314.7,2544805.0
Ohio,2019,630.18,2.13083146E8,316.6,2.2215915E8,313.58,-9076004.0,313.58,9076004.0
Minnesota,2020,573.28,1.22257144E8,278.48,5.330005E7,294.8,6.8957094E7,294.8,6.8957094E7
Guam,2021,1046.96,1.4097861E7,813.92,1.2706126E7,233.04,1391735.0,233.04,1391735.0
Mississippi,2022,340.4,7.0015527E7,548.87,1.14129425E8,-208.47,-4.4113898E7,208.47,4.4113898E7
Hawaii,2021,924.21,9.9136346E7,716.88,6.7166956E7,207.33,3.196939E7,207.33,3.196939E7
Alaska,2024,657.85,2.1765678E7,854.69,2.1131171E7,-196.84,634507.0,196.84,634507.0
Iowa,2022,356.99,4.8897989E7,549.9,7.660306E7,-192.91,-2.7705071E7,192.91,2.7705071E7
Tennessee,2022,367.46,1.5208833E8,558.77,2.44215035E8,-191.31,-9.2126705E7,191.31,9.2126705E7
Guam,2023,851.77,1.5045671E7,1039.64,1.3721506E7,-187.87,1324165.0,187.87,1324165.0
Indiana,2019,519.86,8.6155929E7,339.55,9.2036269E7,180.31,-5880340.0,180.31,5880340.0
Alaska,2021,766.11,3.1691125E7,586.45,2.2373869E7,179.66,9317256.0,179.66,9317256.0
Wisconsin,2023,354.21,1.31562846E8,528.9,1.94253604E8,-174.69,-6.2690758E7,174.69,6.2690758E7
Pennsylvania,2021,559.89,5.42298013E8,385.51,3.73661848E8,174.38,1.68636165E8,174.38,1.68636165E8
Virgin Islands,2018,443.52,6134251.0,611.11,9685030.0,-167.59,-3550779.0,167.59,3550779.0
Texas,2023,450.81,6.77467074E8,618.07,9.52016175E8,-167.26,-2.74549101E8,167.26,2.74549101E8
Virgin Islands,2021,711.48,8547620.0,545.72,6212766.0,165.76,2334854.0,165.76,2334854.0
Virginia,2023,389.11,1.68535346E8,551.64,2.27834284E8,-162.53,-5.9298938E7,162.53,5.9298938E7
Nevada,2023,348.23,9.1736748E7,507.51,1.24066145E8,-159.28,-3.2329397E7,159.28,3.2329397E7
North Carolina,2023,392.49,3.10859943E8,551.48,4.43154067E8,-158.99,-1.32294124E8,158.99,1.32294124E8
New Hampshire,2023,365.74,1.4958093E7,523.9,1.9257881E7,-158.16,-4299788.0,158.16,4299788.0
Texas,2021,617.31,9.18668558E8,462.64,7.51349363E8,154.67,1.67319195E8,154.67,1.67319195E8
Kentucky,2022,444.62,1.12144779E8,598.69,1.61907758E8,-154.07,-4.9762979E7,154.07,4.9762979E7
New Hampshire,2021,518.5,1.8690926E7,365.42,1.3892341E7,153.08,4798585.0,153.08,4798585.0
Maine,2023,334.75,3.2686799E7,486.92,4.6139384E7,-152.17,-1.3452585E7,152.17,1.3452585E7
Michigan,2023,372.66,2.86947927E8,524.52,3.8237149E8,-151.86,-9.5423563E7,151.86,9.5423563E7
Virgin Islands,2023,566.82,6058183.0,717.01,7817549.0,-150.19,-1759366.0,150.19,1759366.0
West Virginia,2023,356.18,5.7007244E7,503.46,8.5374675E7,-147.28,-2.8367431E7,147.28,2.8367431E7
Kentucky,2021,598.69,1.61907758E8,454.07,1.21240482E8,144.62,4.0667276E7,144.62,4.0667276E7
Utah,2023,394.23,3.1565564E7,538.64,4.070833E7,-144.41,-9142766.0,144.41,9142766.0
Utah,2021,592.36,4.3781995E7,452.06,3.2803554E7,140.3,1.0978441E7,140.3,1.0978441E7
Nebraska,2022,337.35,2.5540546E7,476.89,3.5512311E7,-139.54,-9971765.0,139.54,9971765.0
Delaware,2023,387.49,2.3238638E7,526.3,3.1339219E7,-138.81,-8100581.0,138.81,8100581.0
Louisiana,2023,424.27,1.87587113E8,561.15,2.26994061E8,-136.88,-3.9406948E7,136.88,3.9406948E7
Arizona,2021,559.26,2.28383371E8,422.44,1.70343669E8,136.82,5.8039702E7,136.82,5.8039702E7
Iowa,2021,549.9,7.660306E7,414.15,6.3524531E7,135.75,1.3078529E7,135.75,1.3078529E7
Pennsylvania,2023,363.87,3.77672499E8,499.37,4.95821806E8,-135.5,-1.18149307E8,135.5,1.18149307E8
Arizona,2022,424.19,1.69692749E8,559.26,2.28383371E8,-135.07,-5.8690622E7,135.07,5.8690622E7
Arkansas,2020,440.35,7.8049357E7,305.9,4.83608E7,134.45,2.9688557E7,134.45,2.9688557E7
Guam,2009,1059.2,1.0732929E7,925.25,7854580.0,133.95,2878349.0,133.95,2878349.0
Wisconsin,2021,518.32,2.11036439E8,384.58,1.36829161E8,133.74,7.4207278E7,133.74,7.4207278E7
California,2023,384.62,1.163164783E9,518.23,1.408641711E9,-133.61,-2.45476928E8,133.61,2.45476928E8
Montana,2020,443.28,2.2215547E7,310.47,1.5487488E7,132.81,6728059.0,132.81,6728059.0
West Virginia,2021,509.0,8.2371436E7,376.87,6.1328923E7,132.13,2.1042513E7,132.13,2.1042513E7
Washington,2023,349.93,1.78632032E8,481.13,2.46770864E8,-131.2,-6.8138832E7,131.2,6.8138832E7
South Carolina,2023,409.11,1.21994176E8,540.06,1.63856495E8,-130.95,-4.1862319E7,130.95,4.1862319E7
Kansas,2021,539.85,5.2221078E7,409.29,3.9443554E7,130.56,1.2777524E7,130.56,1.2777524E7
Wyoming,2021,575.82,7889535.0,445.54,5581520.0,130.28,2308015.0,130.28,2308015.0
Vermont,2021,470.04,1.8401427E7,340.58,1.3504872E7,129.46,4896555.0,129.46,4896555.0
Ohio,2023,399.02,2.88827272E8,528.19,3.97284742E8,-129.17,-1.0845747E8,129.17,1.0845747E8
Ohio,2020,501.72,3.58002282E8,630.18,2.13083146E8,-128.46,1.44919136E8,128.46,1.44919136E8
Hawaii,2009,619.98,3.7923152E7,492.26,2.4918027E7,127.72,1.3005125E7,127.72,1.3005125E7
California,2021,508.58,1.235155407E9,381.76,9.09749358E8,126.82,3.25406049E8,126.82,3.25406049E8
Maine,2021,487.07,4.4289699E7,360.28,3.2537813E7,126.79,1.1751886E7,126.79,1.1751886E7
Oklahoma,2021,555.36,1.62290909E8,429.88,1.23672298E8,125.48,3.8618611E7,125.48,3.8618611E7
Oregon,2023,348.86,1.47295962E8,473.08,2.00478781E8,-124.22,-5.3182819E7,124.22,5.3182819E7
Virgin Islands,2017,611.11,9685030.0,487.16,6332978.0,123.95,3352052.0,123.95,3352052.0
New Jersey,2021,541.88,2.39586454E8,417.95,1.55788768E8,123.93,8.3797686E7,123.93,8.3797686E7
Georgia,2021,557.92,4.34097918E8,434.25,3.48775945E8,123.67,8.5321973E7,123.67,8.5321973E7
Louisiana,2021,584.43,2.55539748E8,460.91,1.9357268E8,123.52,6.1967068E7,123.52,6.1967068E7
Georgia,2022,434.51,3.45585168E8,557.92,4.34097918E8,-123.41,-8.851275E7,123.41,8.851275E7
Virginia,2021,546.39,2.07076959E8,423.17,1.57448289E8,123.22,4.962867E7,123.22,4.962867E7
Delaware,2021,536.97,3.0531313E7,415.52,2.4990944E7,121.45,5540369.0,121.45,5540369.0
Kansas,2023,429.85,3.9932817E7,551.04,5.2877981E7,-121.19,-1.2945164E7,121.19,1.2945164E7
Oregon,2021,475.28,1.95317791E8,354.48,1.40538621E8,120.8,5.477917E7,120.8,5.477917E7
Tennessee,2020,477.47,2.05188703E8,356.69,1.3694419E8,120.78,6.8244513E7,120.78,6.8244513E7
Connecticut,2023,364.7,8.3465792E7,485.31,1.07229832E8,-120.61,-2.376404E7,120.61,2.376404E7
North Dakota,2020,449.71,9977991.0,329.54,7140821.0,120.17,2837170.0,120.17,2837170.0
Massachusetts,2021,462.15,2.63633214E8,342.09,1.75302573E8,120.06,8.8330641E7,120.06,8.8330641E7
North Carolina,2021,544.89,4.45276501E8,424.9,2.8832027E8,119.99,1.56956231E8,119.99,1.56956231E8
Colorado,2023,386.79,1.16355988E8,506.49,1.43817677E8,-119.7,-2.7461689E7,119.7,2.7461689E7
Wyoming,2022,456.17,6520772.0,575.82,7889535.0,-119.65,-1368763.0,119.65,1368763.0
New Mexico,2023,411.95,1.00535125E8,531.04,1.38892289E8,-119.09,-3.8357164E7,119.09,3.8357164E7
New Mexico,2020,436.55,1.05946778E8,317.51,6.6972E7,119.04,3.8974778E7,119.04,3.8974778E7
Michigan,2021,501.37,3.49961596E8,384.24,2.71029202E8,117.13,7.8932394E7,117.13,7.8932394E7
Missouri,2022,386.36,1.25419831E8,502.88,1.67984244E8,-116.52,-4.2564413E7,116.52,4.2564413E7
New York,2021,492.89,7.92069583E8,377.41,5.89299751E8,115.48,2.02769832E8,115.48,2.02769832E8
Montana,2022,328.25,1.4674288E7,442.62,2.138477E7,-114.37,-6710482.0,114.37,6710482.0
Minnesota,2022,788.68,1.79673145E8,902.86,2.06191008E8,-114.18,-2.6517863E7,114.18,2.6517863E7
Alabama,2021,561.38,2.09798355E8,447.28,1.61342204E8,114.1,4.8456151E7,114.1,4.8456151E7
Rhode Island,2021,469.2,4.088378E7,355.31,3.1143333E7,113.89,9740447.0,113.89,9740447.0
Connecticut,2021,487.46,1.06192943E8,374.56,8.1746175E7,112.9,2.4446768E7,112.9,2.4446768E7
Massachusetts,2023,374.55,2.48128025E8,487.43,3.06257054E8,-112.88,-5.8129029E7,112.88,5.8129029E7
Indiana,2022,457.23,1.31798788E8,569.49,1.69734807E8,-112.26,-3.7936019E7,112.26,3.7936019E7
District of Columbia,2021,473.58,4.133513E7,361.43,2.7259215E7,112.15,1.4075915E7,112.15,1.4075915E7
Rhode Island,2023,361.6,3.1942237E7,473.75,4.0559412E7,-112.15,-8617175.0,112.15,8617175.0
District of Columbia,2023,361.96,3.0144917E7,474.08,4.1966547E7,-112.12,-1.182163E7,112.12,1.182163E7
Indiana,2021,569.49,1.69734807E8,457.42,1.3095766E8,112.07,3.8777147E7,112.07,3.8777147E7
Oklahoma,2023,420.18,1.4170945E8,532.11,1.72283945E8,-111.93,-3.0574495E7,111.93,3.0574495E7
Maryland,2023,367.29,1.35340545E8,479.04,1.91145034E8,-111.75,-5.5804489E7,111.75,5.5804489E7
Alaska,2009,664.44,1.7568959E7,553.44,1.241998E7,111.0,5148979.0,111.0,5148979.0
South Carolina,2021,559.88,1.66297458E8,449.51,1.28734351E8,110.37,3.7563107E7,110.37,3.7563107E7
Mississippi,2020,439.01,9.0324205E7,328.75,6.3002622E7,110.26,2.7321583E7,110.26,2.7321583E7
Washington,2020,364.58,1.9024826E8,254.45,1.24913416E8,110.13,6.5334844E7,110.13,6.5334844E7
Mississippi,2021,548.87,1.14129425E8,439.01,9.0324205E7,109.86,2.380522E7,109.86,2.380522E7
New Jersey,2020,417.95,1.55788768E8,308.55,1.00068036E8,109.4,5.5720732E7,109.4,5.5720732E7
Vermont,2023,376.84,1.5465126E7,485.72,1.9919481E7,-108.88,-4454355.0,108.88,4454355.0
Kentucky,2020,454.07,1.21240482E8,345.24,7.5915904E7,108.83,4.5324578E7,108.83,4.5324578E7
Washington,2021,473.16,2.4579137E8,364.58,1.9024826E8,108.58,5.554311E7,108.58,5.554311E7
Minnesota,2024,312.27,7.3637047E7,420.08,9.918262E7,-107.81,-2.5545573E7,107.81,2.5545573E7
Colorado,2021,526.82,1.40451992E8,419.6,1.07706255E8,107.22,3.2745737E7,107.22,3.2745737E7
Illinois,2023,397.88,4.32549583E8,503.83,5.47414403E8,-105.95,-1.1486482E8,105.95,1.1486482E8
New York,2023,400.37,6.71089815E8,505.9,8.35438186E8,-105.53,-1.64348371E8,105.53,1.64348371E8
Utah,2009,471.43,3.7922854E7,366.12,2.0832207E7,105.31,1.7090647E7,105.31,1.7090647E7
North Carolina,2020,424.9,2.8832027E8,319.79,1.853571E8,105.11,1.0296317E8,105.11,1.0296317E8
Maryland,2021,483.16,2.32020276E8,378.1,1.55734079E8,105.06,7.6286197E7,105.06,7.6286197E7
Nevada,2021,495.4,1.14478989E8,391.87,9.575864E7,103.53,1.8720349E7,103.53,1.8720349E7
New Hampshire,2020,365.42,1.3892341E7,262.02,9630244.0,103.4,4262097.0,103.4,4262097.0
Wisconsin,2020,384.58,1.36829161E8,281.64,8.1770606E7,102.94,5.5058555E7,102.94,5.5058555E7
Missouri,2020,441.56,1.53862032E8,339.04,1.04621978E8,102.52,4.9240054E7,102.52,4.9240054E7
Michigan,2020,384.24,2.71029202E8,281.88,1.76485571E8,102.36,9.4543631E7,102.36,9.4543631E7
Illinois,2021,492.92,5.3979268E8,391.14,4.01359419E8,101.78,1.38433261E8,101.78,1.38433261E8
Iowa,2020,414.15,6.3524531E7,312.77,4.4732053E7,101.38,1.8792478E7,101.38,1.8792478E7
South Carolina,2020,449.51,1.28734351E8,348.28,8.8611824E7,101.23,4.0122527E7,101.23,4.0122527E7
Idaho,2009,477.25,2.8539191E7,376.36,1.6332161E7,100.89,1.220703E7,100.89,1.220703E7
New Mexico,2021,535.64,1.46949147E8,436.55,1.05946778E8,99.09,4.1002369E7,99.09,4.1002369E7
Delaware,2020,415.52,2.4990944E7,317.55,1.8281159E7,97.97,6709785.0,97.97,6709785.0
Guam,2020,813.92,1.2706126E7,717.12,1.0476633E7,96.8,2229493.0,96.8,2229493.0
New Jersey,2023,425.84,1.7196361E8,522.49,2.24810733E8,-96.65,-5.2847123E7,96.65,5.2847123E7
Virgin Islands,2020,545.72,6212766.0,449.29,4496464.0,96.43,1716302.0,96.43,1716302.0
Texas,2020,462.64,7.51349363E8,366.64,4.9601576E8,96.0,2.55333603E8,96.0,2.55333603E8
South Dakota,2022,405.64,1.3742775E7,500.25,1.7287324E7,-94.61,-3544549.0,94.61,3544549.0
Florida,2022,319.83,5.18903156E8,414.06,7.48018602E8,-94.23,-2.29115446E8,94.23,2.29115446E8
New York,2009,418.15,5.43590047E8,324.61,3.50381276E8,93.54,1.93208771E8,93.54,1.93208771E8
Nevada,2020,391.87,9.575864E7,298.97,6.1501437E7,92.9,3.4257203E7,92.9,3.4257203E7
Pennsylvania,2020,385.51,3.73661848E8,292.68,2.63921266E8,92.83,1.09740582E8,92.83,1.09740582E8
Hawaii,2023,813.72,7.1074367E7,905.58,8.3695917E7,-91.86,-1.262155E7,91.86,1.262155E7
Virginia,2020,423.17,1.57448289E8,331.52,1.05736065E8,91.65,5.1712224E7,91.65,5.1712224E7
Louisiana,2020,460.91,1.9357268E8,369.46,1.27274273E8,91.45,6.6298407E7,91.45,6.6298407E7
Alabama,2023,436.75,1.6962391E8,528.14,2.01484799E8,-91.39,-3.1860889E7,91.39,3.1860889E7
Kansas,2020,409.29,3.9443554E7,319.5,2.7732824E7,89.79,1.171073E7,89.79,1.171073E7
Hawaii,2024,724.19,6.0962898E7,813.72,7.1074367E7,-89.53,-1.0111469E7,89.53,1.0111469E7
Rhode Island,2009,426.21,2.408624E7,337.22,1.4569577E7,88.99,9516663.0,88.99,9516663.0
Utah,2020,452.06,3.2803554E7,364.09,2.4472293E7,87.97,8331261.0,87.97,8331261.0
Colorado,2009,472.19,7.074208E7,385.22,4.3741274E7,86.97,2.7000806E7,86.97,2.7000806E7
Hawaii,2020,716.88,6.7166956E7,630.25,4.6972987E7,86.63,2.0193969E7,86.63,2.0193969E7
Florida,2020,386.48,7.41360032E8,300.15,4.17975717E8,86.33,3.23384315E8,86.33,3.23384315E8
Maine,2020,360.28,3.2537813E7,274.27,2.1626339E7,86.01,1.0911474E7,86.01,1.0911474E7
Oklahoma,2020,429.88,1.23672298E8,344.25,8.6563609E7,85.63,3.7108689E7,85.63,3.7108689E7
Guam,2014,801.18,1.2269186E7,886.77,1.3673859E7,-85.59,-1404673.0,85.59,1404673.0
Wyoming,2009,436.06,5273907.0,350.73,3400295.0,85.33,1873612.0,85.33,1873612.0
Idaho,2020,412.05,2.7660174E7,326.94,2.0187576E7,85.11,7472598.0,85.11,7472598.0
Montana,2009,428.13,1.8728214E7,343.05,1.2356167E7,85.08,6372047.0,85.08,6372047.0
South Dakota,2009,468.75,1.5715988E7,384.11,1.0289787E7,84.64,5426201.0,84.64,5426201.0
Wyoming,2020,445.54,5581520.0,361.11,3762609.0,84.43,1818911.0,84.43,1818911.0
California,2009,505.78,6.05390686E8,422.3,4.02777668E8,83.48,2.02613018E8,83.48,2.02613018E8
West Virginia,2020,376.87,6.1328923E7,293.55,4.1959377E7,83.32,1.9369546E7,83.32,1.9369546E7
Indiana,2009,460.52,1.43471322E8,377.85,1.04638877E8,82.67,3.8832445E7,82.67,3.8832445E7
North Dakota,2022,364.4,8551147.0,446.91,1.1002832E7,-82.51,-2451685.0,82.51,2451685.0
Virginia,2009,406.35,1.28589123E8,324.43,8.2203141E7,81.92,4.6385982E7,81.92,4.6385982E7
Colorado,2020,419.6,1.07706255E8,337.71,6.7283436E7,81.89,4.0422819E7,81.89,4.0422819E7
New Mexico,2009,445.78,5.7129535E7,364.05,3.6314588E7,81.73,2.0814947E7,81.73,2.0814947E7
Oregon,2020,354.48,1.40538621E8,272.97,9.2478699E7,81.51,4.8059922E7,81.51,4.8059922E7
Tennessee,2021,558.77,2.44215035E8,477.47,2.05188703E8,81.3,3.9026332E7,81.3,3.9026332E7
Connecticut,2009,389.85,5.82954E7,309.89,3.8374069E7,79.96,1.9921331E7,79.96,1.9921331E7
Nebraska,2021,476.89,3.5512311E7,397.51,2.9000905E7,79.38,6511406.0,79.38,6511406.0
Texas,2009,482.28,5.80180829E8,403.16,4.28922108E8,79.12,1.51258721E8,79.12,1.51258721E8
South Dakota,2020,443.1,1.6295294E7,364.13,1.2800942E7,78.97,3494352.0,78.97,3494352.0
Georgia,2020,434.25,3.48775945E8,355.4,2.16716818E8,78.85,1.32059127E8,78.85,1.32059127E8
North Dakota,2009,431.05,1.0779773E7,352.25,7791897.0,78.8,2987876.0,78.8,2987876.0
Oklahoma,2009,435.05,9.3249017E7,356.29,6.3758222E7,78.76,2.9490795E7,78.76,2.9490795E7
Arkansas,2022,358.92,4.7002463E7,437.49,7.125095E7,-78.57,-2.4248487E7,78.57,2.4248487E7
Arizona,2009,463.17,1.72510608E8,384.79,1.05270457E8,78.38,6.7240151E7,78.38,6.7240151E7
Maine,2009,381.16,3.9650996E7,302.78,2.6944119E7,78.38,1.2706877E7,78.38,1.2706877E7
Ohio,2009,448.92,2.98172183E8,371.1,2.01107821E8,77.82,9.7064362E7,77.82,9.7064362E7
New Jersey,2009,406.27,1.04505463E8,328.75,7.1345591E7,77.52,3.3159872E7,77.52,3.3159872E7
Kansas,2009,395.56,4.2072615E7,318.31,2.7841342E7,77.25,1.4231273E7,77.25,1.4231273E7
Connecticut,2020,374.56,8.1746175E7,297.39,6.1402976E7,77.17,2.0343199E7,77.17,2.0343199E7
Alaska,2020,586.45,2.2373869E7,509.52,1.8179464E7,76.93,4194405.0,76.93,4194405.0
Florida,2009,387.58,4.2733765E8,310.99,2.47679738E8,76.59,1.79657912E8,76.59,1.79657912E8
Kentucky,2009,414.35,1.35315837E8,338.42,9.8157885E7,75.93,3.7157952E7,75.93,3.7157952E7
North Carolina,2009,417.71,2.24052632E8,342.04,1.48432457E8,75.67,7.5620175E7,75.67,7.5620175E7
Arkansas,2009,429.15,7.7277499E7,353.85,5.6429849E7,75.3,2.084765E7,75.3,2.084765E7
Arizona,2020,422.44,1.70343669E8,347.18,1.20316035E8,75.26,5.0027634E7,75.26,5.0027634E7
Wisconsin,2009,382.61,9.8025376E7,307.95,5.8682685E7,74.66,3.9342691E7,74.66,3.9342691E7
Mississippi,2009,418.8,9.4338919E7,344.32,6.5916326E7,74.48,2.8422593E7,74.48,2.8422593E7
Alabama,2009,445.84,1.3361635E8,371.42,8.9115157E7,74.42,4.4501193E7,74.42,4.4501193E7
New York,2020,377.41,5.89299751E8,303.19,4.54659523E8,74.22,1.34640228E8,74.22,1.34640228E8
Georgia,2009,468.85,2.69904871E8,394.78,1.73302795E8,74.07,9.6602076E7,74.07,9.6602076E7
Tennessee,2009,424.05,2.19450688E8,350.61,1.48774532E8,73.44,7.0676156E7,73.44,7.0676156E7
Missouri,2009,409.77,1.53759248E8,336.86,1.08086211E8,72.91,4.5673037E7,72.91,4.5673037E7
South Carolina,2009,429.65,1.36862923E8,357.48,9.4737664E7,72.17,4.2125259E7,72.17,4.2125259E7
Maryland,2009,408.01,9.2683202E7,336.19,5.9126237E7,71.82,3.3556965E7,71.82,3.3556965E7
Florida,2018,286.08,4.62836878E8,357.9,6.75700309E8,-71.82,-2.12863431E8,71.82,2.12863431E8
Delaware,2009,415.06,1.7824337E7,343.93,1.1662811E7,71.13,6161526.0,71.13,6161526.0
Virgin Islands,2009,671.78,4609868.0,600.77,3108979.0,71.01,1500889.0,71.01,1500889.0
Vermont,2020,340.58,1.3504872E7,269.77,1.0462807E7,70.81,3042065.0,70.81,3042065.0
Alaska,2025,728.37,2.1959983E7,657.85,2.1765678E7,70.52,194305.0,70.52,194305.0
Iowa,2009,404.81,5.7228544E7,335.48,4.0917289E7,69.33,1.6311255E7,69.33,1.6311255E7
Minnesota,2009,371.35,6.6406245E7,302.21,4.3353903E7,69.14,2.3052342E7,69.14,2.3052342E7
Illinois,2009,442.9,3.12734304E8,374.24,2.27842296E8,68.66,8.4892008E7,68.66,8.4892008E7
Wisconsin,1992,350.32,4.4920108E7,418.81,4.3036841E7,-68.49,1883267.0,68.49,1883267.0
Pennsylvania,2009,389.85,2.57898764E8,322.12,1.84070711E8,67.73,7.3828053E7,67.73,7.3828053E7
Nevada,2009,395.82,4.0868428E7,328.76,2.3468269E7,67.06,1.7400159E7,67.06,1.7400159E7
West Virginia,2009,384.3,5.5314374E7,318.87,4.0343347E7,65.43,1.4971027E7,65.43,1.4971027E7
New Hampshire,2009,378.31,1.570982E7,312.93,1.0188534E7,65.38,5521286.0,65.38,5521286.0
Michigan,2009,394.55,2.91500845E8,329.71,2.00182674E8,64.84,9.1318171E7,64.84,9.1318171E7
Oregon,2009,354.71,1.15332963E8,289.91,7.329281E7,64.8,4.2040153E7,64.8,4.2040153E7
Nebraska,2020,397.51,2.9000905E7,333.16,2.3270034E7,64.35,5730871.0,64.35,5730871.0
Vermont,2009,359.83,1.3759104E7,296.21,8480052.0,63.62,5279052.0,63.62,5279052.0
Guam,1993,829.66,3497599.0,892.85,5492006.0,-63.19,-1994407.0,63.19,1994407.0
Indiana,2020,457.42,1.3095766E8,519.86,8.6155929E7,-62.44,4.4801731E7,62.44,4.4801731E7
Washington,2009,361.29,1.46151863E8,299.07,9.110016E7,62.22,5.5051703E7,62.22,5.5051703E7
Alaska,2023,854.69,2.1131171E7,792.52,2.994548E7,62.17,-8814309.0,62.17,8814309.0
District of Columbia,2009,365.9,2.1572504E7,304.53,1.5100774E7,61.37,6471730.0,61.37,6471730.0
Missouri,2021,502.88,1.67984244E8,441.56,1.53862032E8,61.32,1.4122212E7,61.32,1.4122212E7
Colorado,2005,422.33,4.4351021E7,361.09,3.8461538E7,61.24,5889483.0,61.24,5889483.0
Massachusetts,2009,352.54,1.26197732E8,291.6,8.1873833E7,60.94,4.4323899E7,60.94,4.4323899E7
Pennsylvania,2022,499.37,4.95821806E8,559.89,5.42298013E8,-60.52,-4.6476207E7,60.52,4.6476207E7
Massachusetts,2020,342.09,1.75302573E8,282.56,1.19503501E8,59.53,5.5799072E7,59.53,5.5799072E7
Nebraska,2009,408.94,2.498411E7,349.46,1.8327984E7,59.48,6656126.0,59.48,6656126.0
Guam,1989,910.85,3123664.0,970.24,3371004.0,-59.39,-247340.0,59.39,247340.0
Louisiana,2006,373.01,9.8223764E7,431.9,1.73079967E8,-58.89,-7.4856203E7,58.89,7.4856203E7
Michigan,1991,401.03,1.63829236E8,342.89,1.34533803E8,58.14,2.9295433E7,58.14,2.9295433E7
Wyoming,2023,398.22,5647640.0,456.17,6520772.0,-57.95,-873132.0,57.95,873132.0
Idaho,2022,336.36,2.0504217E7,393.67,2.4592277E7,-57.31,-4088060.0,57.31,4088060.0
South Dakota,2021,500.25,1.7287324E7,443.1,1.6295294E7,57.15,992030.0,57.15,992030.0
Rhode Island,2020,355.31,3.1143333E7,299.73,2.5344595E7,55.58,5798738.0,55.58,5798738.0
District of Columbia,2020,361.43,2.7259215E7,306.38,1.7975605E7,55.05,9283610.0,55.05,9283610.0
Guam,1995,871.5,4397904.0,816.99,4142557.0,54.51,255347.0,54.51,255347.0
New Mexico,2024,357.66,8.936918E7,411.95,1.00535125E8,-54.29,-1.1165945E7,54.29,1.1165945E7
Utah,2022,538.64,4.070833E7,592.36,4.3781995E7,-53.72,-3073665.0,53.72,3073665.0
New Hampshire,2024,312.24,1.3259307E7,365.74,1.4958093E7,-53.5,-1698786.0,53.5,1698786.0
Vermont,2024,324.14,1.2748486E7,376.84,1.5465126E7,-52.7,-2716640.0,52.7,2716640.0
Kansas,2024,377.76,3.5090827E7,429.85,3.9932817E7,-52.09,-4841990.0,52.09,4841990.0
Maryland,2020,378.1,1.55734079E8,326.93,9.0336371E7,51.17,6.5397708E7,51.17,6.5397708E7
Mississippi,2006,335.17,5.6783878E7,386.31,7.6882895E7,-51.14,-2.0099017E7,51.14,2.0099017E7
Kentucky,2023,394.24,1.01236614E8,444.62,1.12144779E8,-50.38,-1.0908165E7,50.38,1.0908165E7
Guam,2011,975.33,1.3000367E7,1024.97,1.2253326E7,-49.64,747041.0,49.64,747041.0
Illinois,2020,391.14,4.01359419E8,341.62,2.79366431E8,49.52,1.21992988E8,49.52,1.21992988E8
Delaware,1999,378.64,5282380.0,329.22,5388895.0,49.42,-106515.0,49.42,106515.0
Louisiana,2008,415.29,1.41963078E8,367.72,9.8951577E7,47.57,4.3011501E7,47.57,4.3011501E7
Alaska,1995,581.1,8965788.0,628.01,9296301.0,-46.91,-330513.0,46.91,330513.0
Guam,2013,886.77,1.3673859E7,933.35,1.3482689E7,-46.58,191170.0,46.58,191170.0
New Hampshire,1990,320.69,4841248.0,274.76,2958043.0,45.93,1883205.0,45.93,1883205.0
Georgia,2023,388.61,2.84755083E8,434.51,3.45585168E8,-45.9,-6.0830085E7,45.9,6.0830085E7
New Jersey,2024,380.07,1.68094731E8,425.84,1.7196361E8,-45.77,-3868879.0,45.77,3868879.0
Indiana,2023,411.87,1.18124913E8,457.23,1.31798788E8,-45.36,-1.3673875E7,45.36,1.3673875E7
Guam,1996,827.2,4733624.0,871.5,4397904.0,-44.3,335720.0,44.3,335720.0
Florida,2017,357.9,6.75700309E8,313.97,5.6284364E8,43.93,1.12856669E8,43.93,1.12856669E8
California,2020,381.76,9.09749358E8,337.85,6.29751902E8,43.91,2.79997456E8,43.91,2.79997456E8
California,2024,341.14,1.080081024E9,384.62,1.163164783E9,-43.48,-8.3083759E7,43.48,8.3083759E7
Florida,2006,295.39,1.81035181E8,338.56,2.40216791E8,-43.17,-5.918161E7,43.17,5.918161E7
Florida,1993,409.58,2.48932959E8,452.41,2.61579609E8,-42.83,-1.264665E7,42.83,1.264665E7
Wyoming,2024,355.51,4835495.0,398.22,5647640.0,-42.71,-812145.0,42.71,812145.0
Alaska,1992,630.62,8104960.0,672.7,7199889.0,-42.08,905071.0,42.08,905071.0
Guam,2012,933.35,1.3482689E7,975.33,1.3000367E7,-41.98,482322.0,41.98,482322.0
Alaska,1993,589.02,8660668.0,630.62,8104960.0,-41.6,555708.0,41.6,555708.0
