date,state,households,participation,per_person,per_household,total_cost,inflation_rate,true_person,true_total_cost
2009-03-01,Massachusetts,331986,620271,205.73,110.11,68299755,212.709,314.14,1.04291589E8
2009-04-01,Massachusetts,337467,629651,248.73,133.31,83938176,213.24,378.86,1.278518E8
2009-05-01,Massachusetts,343027,640247,244.42,130.95,83842709,213.856,371.22,1.27338539E8
2009-06-01,Massachusetts,350226,653932,243.75,130.54,85367435,215.693,367.05,1.28550035E8
2009-07-01,Massachusetts,364490,674552,240.58,129.99,87687409,215.351,362.85,1.3225325E8
2009-08-01,Massachusetts,371032,687117,238.71,128.9,88569178,215.834,359.23,1.33284228E8
2009-09-01,Massachusetts,378018,700219,236.5,127.68,89401615,215.969,355.68,1.34452835E8
2008-10-01,New Hampshire,33610,68126,223.76,110.39,7520653,216.573,335.58,1.1278913E7
2008-11-01,New Hampshire,34172,69395,224.13,110.37,7658838,212.425,342.7,1.1710441E7
2008-12-01,New Hampshire,35143,71567,324.88,159.53,11417213,210.228,501.94,1.7639471E7
2009-01-01,New Hampshire,36135,73628,223.25,109.57,8067167,211.143,343.42,1.2409673E7
2009-02-01,New Hampshire,36606,74757,222.58,108.99,8147782,212.193,340.7,1.2471663E7
2009-03-01,New Hampshire,37905,77443,222.77,109.04,8444066,212.709,340.16,1.2893825E7
2009-04-01,New Hampshire,38765,79288,264.31,129.22,10245879,213.24,402.59,1.5606177E7
2009-05-01,New Hampshire,39656,81370,264.13,128.73,10474399,213.856,401.16,1.5908296E7
2009-06-01,New Hampshire,40669,83778,261.85,127.11,10649233,215.693,394.31,1.6036083E7
2009-07-01,New Hampshire,41936,86859,260.24,125.65,10913449,215.351,392.5,1.646005E7
2009-08-01,New Hampshire,42915,89230,258.56,124.35,11096018,215.834,389.1,1.6697955E7
2009-09-01,New Hampshire,43996,91859,257.16,123.17,11314023,215.969,386.75,1.701538E7
2008-10-01,New York,1120146,2114221,253.33,134.22,283764201,216.573,379.93,4.2556833E8
2008-11-01,New York,1129468,2137106,242.64,128.24,274057703,212.425,371.0,4.19037012E8
2008-12-01,New York,1149034,2174325,243.68,128.78,280001416,210.228,376.48,4.32599168E8
2009-01-01,New York,1173412,2211935,235.97,125.18,276891792,211.143,362.99,4.25940942E8
2009-02-01,New York,1191296,2246664,249.96,132.54,297776231,212.193,382.61,4.55800706E8
2009-03-01,New York,1219139,2295103,250.58,133.11,305493410,212.709,382.63,4.6647888E8
2009-04-01,New York,1243367,2339118,287.22,152.68,357124801,213.24,437.48,5.43960458E8
2009-05-01,New York,1267045,2384027,287.42,152.75,364168445,213.856,436.53,5.53091356E8
2009-06-01,New York,1289819,2427841,286.81,152.37,369938010,215.693,431.89,5.57068912E8
2009-07-01,New York,1316243,2478604,285.48,151.6,375766498,215.351,430.57,5.66744316E8
2009-08-01,New York,1330373,2508884,286.63,151.99,381320821,215.834,431.34,5.73834513E8
2009-09-01,New York,1353360,2555081,287.23,152.14,388729918,215.969,431.97,5.84618515E8
2008-10-01,Rhode Island,44961,90444,239.55,119.08,10770355,216.573,359.26,1.6152573E7
2008-11-01,Rhode Island,45424,91409,245.41,121.95,11147385,212.425,375.23,1.7044465E7
2008-12-01,Rhode Island,46126,92395,265.91,132.75,12265187,210.228,410.83,1.8949582E7
2009-01-01,Rhode Island,46681,93552,256.56,128.02,11976327,211.143,394.66,1.842311E7
2009-02-01,Rhode Island,48605,97207,256.99,128.5,12490916,212.193,393.37,1.911962E7
2009-03-01,Rhode Island,49809,99122,262.98,132.15,13098917,212.709,401.56,2.0001636E7
2009-04-01,Rhode Island,51662,102305,296.99,149.97,15342862,213.24,452.37,2.336973E7
2009-05-01,Rhode Island,53058,104902,301.38,152.43,15990480,213.856,457.73,2.4286004E7
2009-06-01,Rhode Island,54634,107891,294.58,149.17,16093907,215.693,443.59,2.4234912E7
2009-07-01,Rhode Island,57381,112721,291.8,148.54,16743785,215.351,440.1,2.5253568E7
2009-08-01,Rhode Island,59267,116252,288.35,147.01,17089669,215.834,433.93,2.5717562E7
2009-09-01,Rhode Island,61047,119439,285.91,146.13,17453805,215.969,429.99,2.6249118E7
2008-10-01,Vermont,29610,60062,222.15,109.52,6577864,216.573,333.16,9864989.0
2008-11-01,Vermont,30194,61267,223.92,110.36,6761174,212.425,342.38,1.0337904E7
2008-12-01,Vermont,30997,62954,224.24,110.41,6950875,210.228,346.45,1.0739027E7
2009-01-01,Vermont,33218,67863,212.97,104.25,7074472,211.143,327.61,1.0882617E7
2009-02-01,Vermont,34485,70437,214.55,105.04,7398845,212.193,328.41,1.1325279E7
2009-03-01,Vermont,35758,73035,215.05,105.29,7689595,212.709,328.37,1.1741771E7
2009-04-01,Vermont,36768,75108,249.25,122.02,9164435,213.24,379.65,1.3958958E7
2009-05-01,Vermont,37414,76342,247.8,121.44,9271008,213.856,376.35,1.4080611E7
2009-06-01,Vermont,38091,77706,244.87,120.03,9327167,215.693,368.74,1.4045258E7
2009-07-01,Vermont,38795,78984,245.37,120.52,9519150,215.351,370.08,1.4357119E7
2009-08-01,Vermont,39440,80175,244.87,120.46,9657840,215.834,368.5,1.4533699E7
2009-09-01,Vermont,40123,81569,245.39,120.7,9845745,215.969,369.05,1.4807208E7
2008-10-01,Delaware,35780,81462,252.97,111.11,9051428,216.573,379.39,1.3574655E7
2008-11-01,Delaware,35747,81398,248.91,109.31,8897701,212.425,380.59,1.3604675E7
2008-12-01,Delaware,37492,85026,246.12,108.53,9227561,210.228,380.25,1.4256482E7
2009-01-01,Delaware,38601,87573,247.96,109.3,9571355,211.143,381.44,1.4723557E7
2009-02-01,Delaware,38254,86502,245.84,108.72,9404401,212.193,376.3,1.4395147E7
2009-03-01,Delaware,39179,88430,246.34,109.14,9651408,212.709,376.15,1.4737398E7
2009-04-01,Delaware,40718,91744,288.42,128.01,11743893,213.24,439.31,1.7887902E7
2009-05-01,Delaware,41286,93007,284.02,126.08,11725863,213.856,431.36,1.7808993E7
2009-06-01,Delaware,42866,96592,283.51,125.82,12153076,215.693,426.92,1.8300636E7
2009-07-01,Delaware,43717,98346,285.93,127.1,12499845,215.351,431.25,1.8852708E7
2009-08-01,Delaware,43770,98782,282.05,124.98,12345313,215.834,424.45,1.857797E7
2009-09-01,Delaware,45460,102328,282.14,125.34,12826262,215.969,424.32,1.9289666E7
2008-10-01,District of Columbia,52635,97815,221.68,119.29,11667908,216.573,332.46,1.7498656E7
2008-11-01,District of Columbia,53608,99415,218.95,118.06,11737387,212.425,334.78,1.7946584E7
2008-12-01,District of Columbia,54646,100743,218.44,118.49,11936896,210.228,337.49,1.8442376E7
2009-01-01,District of Columbia,55228,101284,215.09,117.29,11879207,211.143,330.87,1.8273711E7
2009-02-01,District of Columbia,55612,101494,215.05,117.83,11959302,212.193,329.17,1.8305888E7
2009-03-01,District of Columbia,55942,101679,216.97,119.38,12137941,212.709,331.31,1.8534256E7
2009-04-01,District of Columbia,56256,102210,252.36,138.9,14196612,213.24,384.39,2.1623801E7
2009-05-01,District of Columbia,56935,103213,250.87,138.39,14283140,213.856,381.02,2.1692932E7
2009-06-01,District of Columbia,58264,105451,250.15,138.22,14574925,215.693,376.69,2.1947563E7
2009-07-01,District of Columbia,59159,107176,250.46,138.25,14816738,215.351,377.75,2.2347128E7
2009-08-01,District of Columbia,59834,108649,251.01,138.23,15018888,215.834,377.73,2.2601326E7
2009-09-01,District of Columbia,60988,110606,250.84,138.31,15298031,215.969,377.24,2.3007008E7
2008-10-01,Maryland,187172,402892,243.11,112.94,45503037,216.573,364.6,6.8242052E7
2008-11-01,Maryland,191184,411862,245.88,114.13,47007358,212.425,375.95,7.1874728E7
2008-12-01,Maryland,196721,422373,245.86,114.51,48366077,210.228,379.85,7.4725067E7
2009-01-01,Maryland,199608,427599,239.66,111.87,47837600,211.143,368.67,7.3588286E7
2009-02-01,Maryland,203057,434339,240.41,112.39,48816966,212.193,367.99,7.4723249E7
2009-03-01,Maryland,207291,442687,239.28,112.04,49600511,212.709,365.37,7.5738429E7
2009-04-01,Maryland,213807,456526,279.55,130.92,59769014,213.24,425.8,9.1038147E7
2009-05-01,Maryland,218342,466946,282.73,132.2,61731110,213.856,429.4,9.3755908E7
2009-06-01,Maryland,223554,478023,281.51,131.65,62932397,215.693,423.91,9.4766369E7
2009-07-01,Maryland,230155,491262,278.7,130.57,64144215,215.351,420.35,9.6744573E7
2009-08-01,Maryland,236053,504168,280.02,131.1,66098444,215.834,421.39,9.9468915E7
2009-09-01,Maryland,240174,511673,278.45,130.7,66875856,215.969,418.77,1.00575906E8
2008-10-01,New Jersey,222809,461963,241.18,116.32,53736080,216.573,361.7,8.0589355E7
2008-11-01,New Jersey,228240,472703,241.46,116.59,55111771,212.425,369.19,8.4266458E7
2008-12-01,New Jersey,232773,481841,242.99,117.39,56561671,210.228,375.42,8.7387172E7
2009-01-01,New Jersey,235098,485488,234.55,113.58,55141536,211.143,360.81,8.4823886E7
2009-02-01,New Jersey,234715,483832,234.76,113.89,55102239,212.193,359.34,8.4344003E7
2009-03-01,New Jersey,238984,491632,236.6,115.01,56543694,212.709,361.28,8.6340452E7
2009-04-01,New Jersey,242887,498953,277.32,135.0,67357420,213.24,422.4,1.02596551E8
2009-05-01,New Jersey,246715,507088,275.37,133.98,67937269,213.856,418.23,1.03181692E8
2009-06-01,New Jersey,249786,512268,274.78,133.99,68636858,215.693,413.78,1.03356397E8
2009-07-01,New Jersey,255710,525204,274.4,133.6,70166056,215.351,413.86,1.05826926E8
2009-08-01,New Jersey,260604,534834,273.76,133.39,71343198,215.834,411.97,1.07361537E8
2009-09-01,New Jersey,264590,542424,274.09,133.7,72521582,215.969,412.21,1.09066623E8
2008-10-01,Pennsylvania,583202,1234892,236.11,111.51,137699651,216.573,354.1,2.0651164E8
2008-11-01,Pennsylvania,594554,1261344,232.92,109.79,138484226,212.425,356.14,2.11743788E8
2008-12-01,Pennsylvania,602020,1277018,235.22,110.89,141607464,210.228,363.41,2.18782005E8
2009-01-01,Pennsylvania,613452,1299743,230.96,109.01,141684704,211.143,355.28,2.1795271E8
2009-02-01,Pennsylvania,619952,1312566,225.72,106.61,139936912,212.193,345.51,2.14198907E8
2009-03-01,Pennsylvania,626754,1326271,227.66,107.58,142686236,212.709,347.63,2.17877418E8
2009-04-01,Pennsylvania,633493,1339541,269.79,127.59,170909458,213.24,410.94,2.60323525E8
2009-05-01,Pennsylvania,641622,1357031,269.19,127.28,172720106,213.856,408.84,2.62323655E8
2009-06-01,Pennsylvania,648042,1370254,270.1,127.74,175034677,215.693,406.73,2.63574909E8
2009-07-01,Pennsylvania,657237,1389375,269.83,127.64,177344726,215.351,406.97,2.67477585E8
2009-08-01,Pennsylvania,675714,1432527,267.7,126.27,180890089,215.834,402.85,2.72214289E8
2009-09-01,Pennsylvania,682745,1453076,266.26,125.11,181789320,215.969,400.43,2.73396508E8
2008-10-01,Virginia,261992,582494,238.93,107.47,62598816,216.573,358.33,9.3881023E7
2008-11-01,Virginia,267379,593578,239.08,107.69,63923976,212.425,365.56,9.7740409E7
2008-12-01,Virginia,274222,608122,239.09,107.81,65564614,210.228,369.39,1.01296622E8
2009-01-01,Virginia,278250,616644,233.79,105.49,65052274,211.143,359.64,1.00069513E8
2009-02-01,Virginia,283859,628039,236.3,106.8,67076409,212.193,361.7,1.0267265E8
2009-03-01,Virginia,289823,640195,237.44,107.49,68816169,212.709,362.56,1.05080137E8
2009-04-01,Virginia,298287,657215,279.69,126.94,83428100,213.24,426.01,1.27074869E8
2009-05-01,Virginia,304661,670285,280.87,127.66,85570047,213.856,426.58,1.29961983E8
2009-06-01,Virginia,312206,685312,280.65,127.85,87619821,215.693,422.62,1.31941777E8
2009-07-01,Virginia,319277,699986,279.97,127.7,89387630,215.351,422.26,1.34817583E8
2009-08-01,Virginia,325996,712949,279.44,127.78,91097457,215.834,420.52,1.37088934E8
2009-09-01,Virginia,332937,725884,278.56,127.77,92744336,215.969,418.93,1.39480018E8
2008-10-01,Virgin Islands,5352,14123,511.55,193.85,2737791,216.573,767.18,4105934.0
2008-11-01,Virgin Islands,5440,14372,460.59,174.34,2505583,212.425,704.25,3831062.0
2008-12-01,Virgin Islands,5583,14689,417.12,158.54,2328787,210.228,644.45,3597951.0
2009-01-01,Virgin Islands,5671,14938,411.43,156.19,2333218,211.143,632.9,3589175.0
2009-02-01,Virgin Islands,5864,15406,409.67,155.93,2402298,212.193,627.07,3677154.0
2009-03-01,Virgin Islands,6184,16103,405.47,155.71,2507403,212.709,619.14,3828726.0
2009-04-01,Virgin Islands,6354,16493,465.56,179.36,2958149,213.24,709.13,4505753.0
2009-05-01,Virgin Islands,6615,17109,463.53,179.22,3066241,213.856,704.0,4656942.0
2009-06-01,Virgin Islands,6814,17566,459.71,178.32,3132431,215.693,692.25,4716952.0
2009-07-01,Virgin Islands,6977,17880,455.87,177.89,3180631,215.351,687.56,4797140.0
2009-08-01,Virgin Islands,7104,18145,453.66,177.61,3222768,215.834,682.69,4849815.0
2009-09-01,Virgin Islands,7310,18861,454.76,176.25,3324320,215.969,683.92,4999510.0
2008-10-01,West Virginia,129270,285242,230.26,104.35,29765557,216.573,345.33,4.4640157E7
2008-11-01,West Virginia,129943,287730,229.07,103.45,29765580,212.425,350.25,4.5511874E7
2008-12-01,West Virginia,133446,295025,231.16,104.56,30847834,210.228,357.14,4.7659571E7
2009-01-01,West Virginia,132436,291561,227.73,103.44,30158998,211.143,350.32,4.6393401E7
2009-02-01,West Virginia,135307,299604,228.83,103.35,30962656,212.193,350.27,4.7393979E7
2009-03-01,West Virginia,137401,303587,223.38,101.1,30693111,212.709,341.09,4.686742E7
2009-04-01,West Virginia,139652,309833,261.52,117.87,36521406,213.24,398.34,5.5628174E7
2009-05-01,West Virginia,141161,313543,264.87,119.25,37388919,213.856,402.28,5.6785502E7
2009-06-01,West Virginia,142343,315938,265.69,119.71,37819704,215.693,400.09,5.6950572E7
2009-07-01,West Virginia,143169,318290,262.88,118.25,37636309,215.351,396.48,5.6764412E7
2009-08-01,West Virginia,145566,324217,263.82,118.45,38403597,215.834,397.01,5.7792043E7
2009-09-01,West Virginia,147146,326946,261.6,117.73,38492763,215.969,393.43,5.7890018E7
2008-10-01,Alabama,249866,613737,271.6,110.58,67863992,216.573,407.33,1.01777341E8
2008-11-01,Alabama,255091,624670,270.35,110.4,68963837,212.425,413.37,1.05446407E8
2008-12-01,Alabama,262717,641449,269.2,110.26,70723255,210.228,415.91,1.09266666E8
2009-01-01,Alabama,266040,647628,261.34,107.36,69527260,211.143,402.02,1.06953357E8
2009-02-01,Alabama,269349,654335,261.97,107.84,70562101,212.193,400.99,1.08008135E8
2009-03-01,Alabama,274081,664828,262.66,108.28,71990120,212.709,401.07,1.09926661E8
2009-04-01,Alabama,280486,680005,310.47,128.06,87082742,213.24,472.9,1.32641497E8
2009-05-01,Alabama,286554,692875,311.23,128.72,89183985,213.856,472.69,1.35450756E8
2009-06-01,Alabama,294674,710174,308.79,128.13,90992859,215.693,464.99,1.37021046E8
2009-07-01,Alabama,302202,725619,307.79,128.19,93016065,215.351,464.22,1.40290117E8
2009-08-01,Alabama,309869,740929,305.65,127.83,94711296,215.834,459.96,1.42527256E8
2009-09-01,Alabama,316569,753412,304.3,127.86,96331584,215.969,457.64,1.4487495E8
2008-10-01,Florida,857082,1676025,228.35,116.77,195712512,216.573,342.46,2.93514991E8
2008-11-01,Florida,881143,1725389,228.3,116.59,201162212,212.425,349.07,3.07579066E8
2008-12-01,Florida,910972,1781760,228.7,116.93,208336070,210.228,353.34,3.21876981E8
2009-01-01,Florida,922220,1802316,224.82,115.04,207329331,211.143,345.84,3.18933436E8
2009-02-01,Florida,945026,1842181,224.16,114.99,211839116,212.193,343.12,3.24258314E8
2009-03-01,Florida,968718,1886647,225.06,115.56,218021599,212.709,343.66,3.32912161E8
2009-04-01,Florida,991992,1933427,263.96,135.43,261843097,213.24,402.05,3.98830578E8
2009-05-01,Florida,1033355,2014728,264.22,135.52,273036071,213.856,401.29,4.14681428E8
2009-06-01,Florida,1070307,2086298,264.06,135.47,282621782,215.693,397.63,4.25584299E8
2009-07-01,Florida,1109971,2160887,264.66,135.95,293769065,215.351,399.17,4.43072889E8
2009-08-01,Florida,1146941,2228281,264.21,136.0,303037217,215.834,397.6,4.56028636E8
2009-09-01,Florida,1182806,2290410,263.5,136.07,311666610,215.969,396.28,4.68721501E8
2008-10-01,Georgia,468848,1139309,283.65,116.73,132989582,216.573,425.4,1.99447831E8
2008-11-01,Georgia,480103,1166986,283.0,116.43,135867516,212.425,432.71,2.07742812E8
2008-12-01,Georgia,493228,1197174,283.39,116.76,139776633,210.228,437.83,2.1595339E8
2009-01-01,Georgia,500954,1212668,276.28,114.13,138403609,211.143,425.0,2.12905421E8
2009-02-01,Georgia,509986,1230960,277.39,114.92,141465200,212.193,424.6,2.1653823E8
2009-03-01,Georgia,521253,1254194,277.35,115.27,144567494,212.709,423.5,2.20750041E8
2009-04-01,Georgia,535605,1286398,324.81,135.24,173968532,213.24,494.74,2.64983003E8
2009-05-01,Georgia,551498,1320839,326.29,136.24,179948889,213.856,495.56,2.73302578E8
2009-06-01,Georgia,568542,1359041,322.84,135.06,183549564,215.693,486.15,2.76397E8
2009-07-01,Georgia,581709,1387721,322.34,135.12,187506782,215.351,486.16,2.82804357E8
2009-08-01,Georgia,598127,1422480,319.81,134.47,191285724,215.834,481.27,2.87858266E8
2009-09-01,Georgia,609476,1455171,319.14,133.67,194510029,215.969,479.96,2.92527431E8
2008-10-01,Kentucky,298098,663591,244.47,109.82,72875778,216.573,366.64,1.09293642E8
2008-11-01,Kentucky,300020,667479,243.2,109.31,72963435,212.425,371.86,1.11561833E8
2008-12-01,Kentucky,306491,680959,241.01,108.47,73866674,210.228,372.36,1.14123215E8
2009-01-01,Kentucky,307530,682794,236.4,106.47,72698778,211.143,363.65,1.11832083E8
2009-02-01,Kentucky,310182,689088,258.72,116.46,80250358,212.193,396.02,1.22837776E8
2009-03-01,Kentucky,313386,695408,238.94,107.68,74879120,212.709,364.85,1.14338074E8
2009-04-01,Kentucky,315740,701021,282.11,127.06,89074080,213.24,429.7,1.35674636E8
2009-05-01,Kentucky,319926,710670,283.38,127.57,90660916,213.856,430.39,1.37693888E8
2009-06-01,Kentucky,325578,723193,283.74,127.74,92378061,215.693,427.27,1.39106944E8
2009-07-01,Kentucky,327361,727117,285.25,128.42,93379468,215.351,430.22,1.40838215E8
2009-08-01,Kentucky,332579,739307,284.12,127.81,94492558,215.834,427.56,1.42198086E8
2009-09-01,Kentucky,333729,740451,283.39,127.73,94575244,215.969,426.2,1.42233556E8
2008-10-01,Mississippi,198116,472498,251.54,105.47,49833679,216.573,377.24,7.4736825E7
2008-11-01,Mississippi,201370,480474,251.09,105.23,50561047,212.425,383.92,7.7308355E7
2008-12-01,Mississippi,204114,486892,250.52,105.02,51135477,210.228,387.05,7.900376E7
2009-01-01,Mississippi,204427,487245,243.83,102.3,49846446,211.143,375.08,7.6678482E7
2009-02-01,Mississippi,205232,488264,244.84,102.92,50249810,212.193,374.77,7.6916478E7
2009-03-01,Mississippi,207324,491346,243.42,102.71,50467517,212.709,371.69,7.706232E7
2009-04-01,Mississippi,211265,498956,290.71,123.09,61416200,213.24,442.8,9.3547085E7
2009-05-01,Mississippi,216762,510606,290.36,123.26,62938442,213.856,440.99,9.5589579E7
2009-06-01,Mississippi,222580,522305,288.44,122.92,64201241,215.693,434.35,9.667705E7
2009-07-01,Mississippi,228421,534567,287.64,122.91,65703060,215.351,433.83,9.9095678E7
2009-08-01,Mississippi,232844,544657,286.74,122.58,66766731,215.834,431.5,1.00474594E8
2009-09-01,Mississippi,236781,553226,286.97,122.82,67948297,215.969,431.58,1.02188771E8
2008-10-01,North Carolina,453209,1030906,248.59,109.29,112663805,216.573,372.82,1.6896475E8
2008-11-01,North Carolina,461411,1048072,248.54,109.42,114680908,212.425,380.02,1.75348273E8
2008-12-01,North Carolina,473212,1072607,248.66,109.7,117668885,210.228,384.18,1.81797158E8
2009-01-01,North Carolina,482694,1089699,244.8,108.44,118164545,211.143,376.57,1.81771794E8
2009-02-01,North Carolina,489770,1102385,242.51,107.74,118772147,212.193,371.21,1.81802383E8
2009-03-01,North Carolina,499919,1122281,241.83,107.72,120896937,212.709,369.27,1.84605841E8
2009-04-01,North Carolina,510181,1142712,287.11,128.19,146479973,213.24,437.32,2.23113357E8
2009-05-01,North Carolina,519773,1162313,287.77,128.69,149574142,213.856,437.06,2.27170053E8
2009-06-01,North Carolina,530094,1185681,287.56,128.56,152431336,215.693,433.02,2.29537804E8
2009-07-01,North Carolina,540914,1209776,287.06,128.35,155273284,215.351,432.95,2.34188656E8
2009-08-01,North Carolina,551523,1231868,287.0,128.49,158287810,215.834,431.89,2.3820102E8
2009-09-01,North Carolina,559703,1249226,286.94,128.56,160603695,215.969,431.53,2.41535033E8
2008-10-01,South Carolina,277457,636698,259.27,112.98,71935351,216.573,388.83,1.0788326E8
2008-11-01,South Carolina,280881,643669,259.03,113.03,72755553,212.425,396.06,1.1124398E8
2008-12-01,South Carolina,287829,657670,257.36,112.64,74076712,210.228,397.62,1.14447721E8
2009-01-01,South Carolina,290915,663865,251.61,110.26,73196603,211.143,387.05,1.12597885E8
2009-02-01,South Carolina,293362,667944,251.51,110.47,73784615,212.193,384.98,1.12940779E8
2009-03-01,South Carolina,298382,677128,251.15,110.67,74940087,212.709,383.5,1.14431168E8
2009-04-01,South Carolina,302327,685625,296.81,130.88,89735068,213.24,452.09,1.36681431E8
2009-05-01,South Carolina,306681,695216,296.65,130.86,90977688,213.856,450.55,1.38174994E8
2009-06-01,South Carolina,313982,711621,295.64,130.44,92825945,215.693,445.19,1.39781387E8
2009-07-01,South Carolina,319879,724610,294.96,130.21,94350542,215.351,444.87,1.42302823E8
2009-08-01,South Carolina,326010,737745,294.13,129.98,95888415,215.834,442.62,1.44298656E8
2009-09-01,South Carolina,331697,748307,293.11,129.93,97225268,215.969,440.81,1.46218979E8
